UniverName,Name,Code,Scholarship,Contract,PSchol,PCont,Lang,Type,FirstSub,SecondSub
Toshkent Avtomobil Yollari Instituti,Yo‘l muhandisligi (sohalar va faoliyat turlari bo‘yicha),5340600,138.9,110.5,74,59,uz,kunduzgi,Matematika,Fizika
Toshkent Davlat Sharqshunoslik Instituti,Falsafa,5120501,182.8,170.1,98,91,uz,kunduzgi,NaN,NaN
Toshkent Davlat Sharqshunoslik Instituti,Filologiya va tillarni o‘qitish: dariy tili,5120123,179.7,135.4,96,72,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Filologiya va tillarni o‘qitish: fors tili,5120121,179.4,135.9,96,73,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Filologiya va tillarni o‘qitish: indonez tili,5120136,167.2,130.1,89,69,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Filologiya va tillarni o‘qitish: sharq mumtoz tillari,5120140,185.8,144.9,99,77,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Filologiya va tillarni o‘qitish: turk tili,5120119,179.5,142.2,96,76,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Filologiya va tillarni o‘qitish: urdu tili,5120124,182.8,129.6,98,69,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Filologiya va tillarni o‘qitish: vyetnam tili,5120137,145.1,132.4,78,71,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Gid hamrohligi va tarjimonlik faoliyati: indonez tili,5611507,173.5,148.5,93,79,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Gid hamrohligi va tarjimonlik faoliyati: xitoy tili,5611506,167.1,139.4,89,74,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Jurnalistika: xalqaro jurnalistika,5220104,111.2,98.2,59,52,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Matnshunoslik va adabiy manbashunoslik: arab tili,5120701,161.1,147.9,86,79,uz,kunduzgi,NaN,NaN
Toshkent Davlat Sharqshunoslik Instituti,Matnshunoslik va adabiy manbashunoslik: fors tili,5120702,173.3,142.0,93,76,uz,kunduzgi,NaN,NaN
Toshkent Davlat Sharqshunoslik Instituti,Siyosatshunoslik,5210300,189.0,170.1,101,91,uz,kunduzgi,Tarix,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Tarix: Eron tarixi,5120302,176.4,154.7,94,83,uz,kunduzgi,Tarix,Geografiya
Toshkent Davlat Sharqshunoslik Instituti,Tarix: Koreya tarixi,5120304,182.7,167.1,98,89,uz,kunduzgi,Tarix,Geografiya
Toshkent Davlat Sharqshunoslik Instituti,Tarix: Markaziy Osiyo xalqlari tarixi,5120305,173.5,160.9,93,86,uz,kunduzgi,Tarix,Geografiya
Toshkent Davlat Sharqshunoslik Instituti,Tarjima nazariyasi va amaliyoti: arab tili,5120208,185.8,154.9,99,83,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Tarjima nazariyasi va amaliyoti: dariy tili,5120211,167.3,142.2,89,76,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Turizm (faoliyat yo‘nalishlari bo‘yicha ),5610300,179.4,166.7,96,89,uz,kunduzgi,Tarix,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Xorijiy mamlakatlar iqtisodiyoti va mamlakatshunoslik: Koreya,5231008,185.8,163.5,99,87,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Sharqshunoslik Instituti,Xorijiy mamlakatlar iqtisodiyoti va mamlakatshunoslik: Xitoy,5231006,185.8,163.4,99,87,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Ozbek Tili Va Adabiyoti Universiteti,Filologiya va tillarni o‘qitish: o‘zbek tili,5120101,176.6,151.3,94,81,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Ozbek Tili Va Adabiyoti Universiteti,Noshirlik ishi,5611600,147.9,135.4,79,72,uz,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Ozbek Tili Va Adabiyoti Universiteti,O‘zbek tili va adabiyoti,5111200,182.7,173.5,98,93,uz,kunduzgi,Ona tili,Tarix
Toshkent Davlat Ozbek Tili Va Adabiyoti Universiteti,Tarjima nazariyasi va amaliyoti: ingliz tili,5120201,179.7,163.8,96,88,uz,kunduzgi,Chet tili,Ona tili
Toshkent Davlat Iqtisodiyot Universiteti,Axborot tizimlari va texnologiyalari (tarmoqlar va sohalar bo‘yicha),5330200,182.8,154.5,98,83,uz,kunduzgi,NaN,NaN
Toshkent Davlat Iqtisodiyot Universiteti,Bank ishi va auditi,5230700,185.9,163.8,99,88,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Buxgalteriya hisobi va audit (tarmoqlar bo‘yicha),5230900,189.0,169.8,101,91,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Inson resurslarini boshqarish,5231600,182.6,163.4,98,87,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Iqtisodiy xavfsizlik,5232400,170.3,160.2,91,86,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,189.0,173.0,101,93,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Jahon iqtisodiyoti va xalqaro iqtisodiy munosabatlar (mintaqalar va faoliyat turlari bo‘yicha),5231100,185.9,179.6,99,96,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Korporativ boshqaruv,5231900,185.8,166.9,99,89,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Logistika (yo‘nalishlar bo‘yicha),5232500,179.4,163.4,96,87,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Marketing (tarmoqlar va sohalar bo‘yicha),5230400,189.0,160.4,101,86,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Mehmonxona xo‘jaligini tashkil etish va boshqarish,5610200,157.5,141.8,84,76,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Menejment (tarmoqlar va sohalar bo‘yicha),5230200,179.4,160.2,96,86,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Mintaqaviy iqtisodiyot,5232300,169.8,157.0,91,84,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Soliqlar va soliqqa tortish,5230800,176.2,145.2,94,78,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Statistika (tarmoqlar va sohalar bo‘yicha),5231400,179.6,157.0,96,84,uz,kunduzgi,Matematika,Chet tili
Toshkent Davlat Iqtisodiyot Universiteti,Turizm (faoliyat yo‘nalishlari bo‘yicha ),5610300,167.2,163.4,89,87,uz,kunduzgi,Tarix,Chet tili
Toshkent Davlat Yuridik Universiteti,Yurisprudensiya: davlat-huquqiy faoliyat,5240103,189.0,173.0,101,93,uz,kunduzgi,Tarix,Chet tili
Toshkent Davlat Yuridik Universiteti,Yurisprudensiya: fuqarolik va biznes huquqi,5240105,189.0,170.4,101,91,uz,kunduzgi,Tarix,Chet tili
Toshkent Davlat Yuridik Universiteti,Yurisprudensiya: jinoyat-huquqiy faoliyat,5240104,189.0,176.2,101,94,uz,kunduzgi,Tarix,Chet tili
Toshkent Davlat Yuridik Universiteti,Yurisprudensiya: xalqaro huquq va qiyosiy huquqshunoslik,5240106,189.0,173.2,101,93,uz,kunduzgi,Tarix,Chet tili
Toshkent Irrigatsiya Va Melioratsiya Instituti,Axborot tizimlari va texnologiyalari (tarmoqlar va sohalar bo‘yicha),5330200,113.4,95.2,60,51,uz,kunduzgi,NaN,NaN
Toshkent Irrigatsiya Va Melioratsiya Instituti,Buxgalteriya hisobi va audit (tarmoqlar bo‘yicha),5230900,160.4,142.0,86,76,uz,kunduzgi,Matematika,Chet tili
Toshkent Irrigatsiya Va Melioratsiya Instituti,Ekologiya va atrof-muhit muhofazasi (suv xo‘jaligida),5630101,91.0,78.5,48,42,uz,kunduzgi,Biologiya,Kimyo
Toshkent Irrigatsiya Va Melioratsiya Instituti,Elektr energetikasi (suv xo‘jaligida),5310201,101.1,82.1,54,44,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Geodeziya va geoinformatika,5313400,76.0,66.1,40,35,uz,kunduzgi,Matematika,Geografiya
Toshkent Irrigatsiya Va Melioratsiya Instituti,Gidrologiya (daryo va suv omborlari gidrologiyasi),5141101,72.7,66.0,39,35,uz,kunduzgi,Matematika,Geografiya
Toshkent Irrigatsiya Va Melioratsiya Instituti,Gidrotexnika inshootlari va nasos stansiyalaridan foydalanish,5450400,107.9,85.1,58,45,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Gidrotexnika qurilishi (suv xo‘jaligida),5340701,101.3,76.1,54,40,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Iqtisodiyot (suv xo‘jaligida),5230103,148.0,125.5,79,67,uz,kunduzgi,Matematika,Chet tili
Toshkent Irrigatsiya Va Melioratsiya Instituti,Irrigatsiya tizimlarida gidroenergetika obyektlari,5450600,103.8,79.1,55,42,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Kadastr (faoliyat turlari bo‘yicha),5311300,85.0,69.1,45,37,uz,kunduzgi,Matematika,Geografiya
Toshkent Irrigatsiya Va Melioratsiya Instituti,Materialshunoslik va yangi materiallar texnologiyasi (tarmoqlar bo‘yicha),5320100,81.3,72.2,43,38,uz,kunduzgi,Kimyo,Matematika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Mehnat muhofazasi va texnika xavfsizligi (suv xo‘jaligida),5640201,104.1,91.5,55,49,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Meliorativ gidrogeologiya,5450500,85.3,75.5,45,40,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Mexanika va matematika modellashtirish,5140300,123.2,92.0,66,49,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Muqobil energiya manbalari (turlari bo‘yicha),5312400,84.7,72.5,45,38,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Professional ta’lim: qishloq xo‘jaligini mexanizatsiyalashtirish,5111005,88.4,75.5,47,40,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Professional ta’lim: suv xo‘jaligi va melioratsiya,5111007,97.9,78.8,52,42,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Qishloq va suv xo‘jaligida energiya ta’minoti,5430500,85.4,75.7,45,40,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Qishloq va suv xo‘jaligida texnik servis,5430300,95.0,72.7,51,39,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Qishloq xo‘jaligida innovatsion texnika va texnologiyalarni qo‘llash,5430400,94.8,75.8,50,40,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Qishloq xo‘jaligini mexanizatsiyalashtirish,5430100,107.9,85.4,58,45,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Qishloq xo‘jalik mahsulotlarini saqlash va dastlabki ishlash texnologiyasi (mahsulotlar turlari bo‘yicha),5410500,82.0,72.4,44,38,uz,kunduzgi,Biologiya,Kimyo
Toshkent Irrigatsiya Va Melioratsiya Instituti,Suv ta’minoti muhandislik tizimlari,5450700,92.1,84.8,49,45,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Suv xo‘jaligi va melioratsiya,5450200,113.5,85.1,61,45,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Suv xo‘jaligi va melioratsiya ishlarini mexanizatsiyalashtirish,5450300,107.6,82.0,57,44,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Suv xo‘jaligida innovatsion texnologiyalar va ulardan foydalanish,5450800,82.1,69.7,44,37,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Suv xo‘jaligini tashkil etish va boshqarish,5233000,135.7,126.1,72,67,uz,kunduzgi,Matematika,Chet tili
Toshkent Irrigatsiya Va Melioratsiya Instituti,Texnika va texnologiyalarning texnik ekspertizasi va marketingi (turlari bo‘yicha),5313200,97.0,78.6,52,42,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Texnologik jarayonlar va ishlab chiqarishni avtomatlashtirish va boshqarish (suv xo‘jaligida),5311001,100.4,81.8,53,43,uz,kunduzgi,Matematika,Fizika
Toshkent Irrigatsiya Va Melioratsiya Instituti,Yer kadastri va yerdan foydalanish,5410700,84.6,69.1,45,37,uz,kunduzgi,Matematika,Geografiya
Toshkent Irrigatsiya Va Melioratsiya Instituti,Yerni masofaviy zondlashda innovatsion texnologiyalar,5311200,69.2,65.9,37,35,uz,kunduzgi,Matematika,Geografiya
Toshkent Toqimachilik Va Yengil Sanoat Instituti,Buxgalteriya hisobi va audit (tarmoqlar bo‘yicha),5230900,153.8,131.4,82,70,uz,kunduzgi,Matematika,Chet tili
Toshkent Toqimachilik Va Yengil Sanoat Instituti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,169.9,141.2,91,75,uz,kunduzgi,Matematika,Chet tili
Toshkent Toqimachilik Va Yengil Sanoat Instituti,Marketing (tarmoqlar va sohalar bo‘yicha),5230400,153.8,128.5,82,69,uz,kunduzgi,Matematika,Chet tili
Toshkent Toqimachilik Va Yengil Sanoat Instituti,Matbaa va qadoqlash jarayonlari texnologiyasi,5320800,82.1,72.7,44,39,uz,kunduzgi,Kimyo,Matematika
Toshkent Toqimachilik Va Yengil Sanoat Instituti,Materialshunoslik va yangi materiallar texnologiyasi (tarmoqlar bo‘yicha),5320100,78.8,72.2,42,38,uz,kunduzgi,Kimyo,Matematika
Toshkent Toqimachilik Va Yengil Sanoat Instituti,Mehnat muhofazasi va texnika xavfsizligi (tarmoqlar bo‘yicha),5640200,104.6,82.0,56,44,uz,kunduzgi,Matematika,Fizika
Toshkent Toqimachilik Va Yengil Sanoat Instituti,"Metrologiya, standartlashtirish va mahsulot sifati menejmenti (tarmoqlar bo‘yicha)",5310900,100.3,78.9,53,42,uz,kunduzgi,Matematika,Fizika
Toshkent Toqimachilik Va Yengil Sanoat Instituti,Texnologik jarayonlar va ishlab chiqarishni avtomatlashtirish va boshqarish (tarmoqlar bo‘yicha),5311000,94.3,81.2,50,43,uz,kunduzgi,Matematika,Fizika
Toshkent Toqimachilik Va Yengil Sanoat Instituti,Texnologik mashinalar va jihozlar (tarmoqlar bo‘yicha),5320300,104.5,75.9,56,40,uz,kunduzgi,Matematika,Fizika
Toshkent Toqimachilik Va Yengil Sanoat Instituti,Yengil sanoat texnologiyalari va jihozlari (ishlab chiqarish turlari bo‘yicha),5321500,107.9,75.6,58,40,uz,kunduzgi,Matematika,Fizika
Toshkent Islom Universiteti,Axborot xavfsizligini boshqarish,5220400,111.2,90.9,59,48,uz,kunduzgi,Matematika,Chet tili
Toshkent Islom Universiteti,Dinshunoslik,5120600,135.5,129.9,72,69,uz,kunduzgi,NaN,NaN
Toshkent Islom Universiteti,Filologiya va tillarni o‘qitish: arab tili,5120106,179.7,170.3,96,91,uz,kunduzgi,Ona tili,Chet tili
Toshkent Islom Universiteti,"Islomshunoslik (qurʼonshunoslik, hadisshunoslik, islom huquqi, aqida va tasavvuf, islom tarixi va manbashunosligi)",5160100,154.3,138.5,82,74,uz,kunduzgi,NaN,NaN
Toshkent Islom Universiteti,Psixologiya (din sotsiopsixologiyasi),5210201,103.5,75.6,55,40,uz,kunduzgi,Biologiya,Ona tili
Toshkent Islom Universiteti,Tarix (islom tarixi va manbashunosligi),5120301,145.3,114.2,78,61,uz,kunduzgi,Tarix,Geografiya
Toshkent Islom Universiteti,Xalqaro munosabatlar,5121100,176.5,170.1,94,91,uz,kunduzgi,Tarix,Chet tili
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Biologiya,5110400,160.5,142.3,86,76,uz,kunduzgi,Biologiya,Kimyo
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Boshlang‘ich ta’lim,5111700,154.5,123.2,83,66,uz,kunduzgi,Matematika,Ona tili
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Defektologiya: logopediya,5111901,138.9,116.6,74,62,uz,kunduzgi,Biologiya,Ona tili
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Fizika va astronomiya,5110200,132.3,106.6,71,57,uz,kunduzgi,NaN,NaN
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Geografiya va iqtisodiy bilim asoslari,5110500,111.0,88.0,59,47,uz,kunduzgi,Matematika,Geografiya
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Kimyo,5110300,93.9,75.6,50,40,uz,kunduzgi,Kimyo,Matematika
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Maktab menejmenti,5611700,144.7,116.4,77,62,uz,kunduzgi,Matematika,Chet tili
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Maktabgacha ta’lim,5111800,135.7,104.3,72,56,uz,kunduzgi,Biologiya,Ona tili
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Maktabgacha va boshlang‘ich ta’limda xorijiy til (ingliz tili),5112200,167.1,157.5,89,84,uz,kunduzgi,Chet tili,Ona tili
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Matematika va informatika,5110100,151.5,120.0,81,64,uz,kunduzgi,Matematika,Fizika
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,"Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi",5111600,160.8,148.5,86,79,uz,kunduzgi,Tarix,Ona tili
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,O‘zbek tili va adabiyoti,5111200,167.1,161.1,89,86,uz,kunduzgi,Ona tili,Tarix
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Pedagogika va psixologiya,5110900,163.9,110.1,88,59,uz,kunduzgi,Biologiya,Ona tili
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Tarix,5110600,163.9,145.2,88,78,uz,kunduzgi,Tarix,Geografiya
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Texnologik ta’lim,5112100,104.3,84.6,56,45,uz,kunduzgi,Matematika,Fizika
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Xorijiy til va adabiyoti: ingliz tili,5111400,176.6,163.9,94,88,uz,kunduzgi,Ona tili,Chet tili
Toshkent Viloyati Chirchiq Davlat Pedagogika Instituti,Xorijiy til va adabiyoti: nemis tili,5111401,122.7,100.0,65,53,uz,kunduzgi,NaN,NaN
Toshkent Pediatriya Tibbiyot Instituti,Oliy hamshiralik ishi,5510700,110.2,101.4,59,54,uz,kunduzgi,Biologiya,Ona tili
Toshkent Pediatriya Tibbiyot Instituti,Tibbiy-biologik ish,5510900,141.8,138.7,76,74,uz,kunduzgi,Biologiya,Kimyo
Toshkent Pediatriya Tibbiyot Instituti,Xalq tabobati,5511100,138.4,128.8,74,69,uz,kunduzgi,Biologiya,Kimyo
Toshkent Axborot Texnologiyalari Universiteti,Axborot xavfsizligi (sohalar bo‘yicha),5330300,182.8,164.0,98,88,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti,Axborot-kommunikatsiya texnologiyalari sohasida iqtisodiyot va menejment,5350300,173.2,157.3,93,84,uz,kunduzgi,Matematika,Chet tili
Toshkent Axborot Texnologiyalari Universiteti,Axborot-kommunikatsiya texnologiyalari sohasida kasb ta’limi,5350400,138.9,113.3,74,60,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti,Dasturiy injiniring,5330600,185.8,166.8,99,89,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti,Elektron tijorat,5232800,182.6,173.1,98,93,uz,kunduzgi,Matematika,Chet tili
Toshkent Axborot Texnologiyalari Universiteti,Kompyuter injiniringi: AT-Servis,5330502,163.6,139.0,87,74,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti,Kompyuter injiniringi: multimedia texnologiyalari,5330503,167.0,132.4,89,71,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti,Kompyuter injiniringi: “Kompyuter injiniringi”,5330501,176.4,148.4,94,79,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti,Raqamli iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5234100,173.0,160.2,93,86,uz,kunduzgi,Matematika,Chet tili
Toshkent Axborot Texnologiyalari Universiteti,Telekommunikatsiya texnologiyalari (“Telekommunikatsiyalar”),5350101,173.0,151.3,93,81,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti,Telekommunikatsiya texnologiyalari: mobil tizimlar,5350103,148.1,126.3,79,67,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti,Telekommunikatsiya texnologiyalari: teleradioeshittirish,5350102,157.6,135.4,84,72,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti,Televizion texnologiyalar: audiovizual texnologiyalar,5350201,141.8,116.8,76,62,uz,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti,Televizion texnologiyalar: telestudiya tizimlari va ilovalari,5350202,145.1,123.5,78,66,uz,kunduzgi,Matematika,Fizika
Toshkent Farmasevtika Instituti,Biotexnologiya (tarmoqlar bo‘yicha),5320500,141.1,134.7,75,72,uz,kunduzgi,Biologiya,Kimyo
Toshkent Farmasevtika Instituti,Farmatsiya (turlari bo‘yicha),5510500,176.4,157.6,94,84,uz,kunduzgi,Biologiya,Kimyo
Toshkent Farmasevtika Instituti,"Metrologiya, standartlashtirish va mahsulot sifati menejmenti (farmatsiya)",5310901,142.0,135.3,76,72,uz,kunduzgi,Biologiya,Kimyo
Toshkent Farmasevtika Instituti,Professional ta’lim: farmatsiya,5111010,166.9,160.5,89,86,uz,kunduzgi,Biologiya,Kimyo
Toshkent Farmasevtika Instituti,Sanoat farmatsiyasi (turlari bo‘yicha),5510600,163.7,147.9,88,79,uz,kunduzgi,Biologiya,Kimyo
Samarqand Veterinariya Meditsinasi Instituti Toshkent Filiali,Buxgalteriya hisobi va audit (qishloq xo‘jaligida),5230901,125.7,107.2,67,57,uz,kunduzgi,Matematika,Chet tili
Samarqand Veterinariya Meditsinasi Instituti Toshkent Filiali,Iqtisodiyot: qishloq xo‘jaligi iqtisodiyoti,5230102,116.4,109.8,62,59,uz,kunduzgi,Matematika,Chet tili
Samarqand Veterinariya Meditsinasi Instituti Toshkent Filiali,Veterinariya diagnostikasi va laboratoriya ishlari,5440300,104.2,88.5,56,47,uz,kunduzgi,Biologiya,Kimyo
Samarqand Veterinariya Meditsinasi Instituti Toshkent Filiali,Veterinariya meditsinasi (faoliyat turlari bo‘yicha),5440100,119.7,91.6,64,49,uz,kunduzgi,Biologiya,Kimyo
Samarqand Veterinariya Meditsinasi Instituti Toshkent Filiali,Veterinariya sanitariya ekspertizasi,5440400,101.0,84.7,54,45,uz,kunduzgi,Biologiya,Kimyo
Samarqand Veterinariya Meditsinasi Instituti Toshkent Filiali,Zooinjeneriya (turlari bo‘yicha),5410600,101.5,81.8,54,43,uz,kunduzgi,Biologiya,Kimyo
Toshkent Moliya Instituti,Baholash ishi,5231500,179.6,145.0,96,77,uz,kunduzgi,Matematika,Chet tili
Toshkent Moliya Instituti,Birja ishi,5231700,176.3,147.5,94,79,uz,kunduzgi,Matematika,Chet tili
Toshkent Moliya Instituti,Budjet nazorati va g‘aznachiligi,5231300,179.6,164.0,96,88,uz,kunduzgi,Matematika,Chet tili
Toshkent Moliya Instituti,Elektron tijorat,5232800,185.9,151.3,99,81,uz,kunduzgi,Matematika,Chet tili
Toshkent Moliya Instituti,Investitsion loyihalarga xizmat ko‘rsatish va moliyalashtirish,5232700,176.4,147.4,94,79,uz,kunduzgi,Matematika,Chet tili
Toshkent Moliya Instituti,Iqtisodiy xavfsizlik,5232400,182.6,163.8,98,88,uz,kunduzgi,Matematika,Chet tili
Toshkent Moliya Instituti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,189.0,176.2,101,94,uz,kunduzgi,Matematika,Chet tili
Toshkent Moliya Instituti,Menejment (tarmoqlar va sohalar bo‘yicha),5230200,185.8,163.9,99,88,uz,kunduzgi,Matematika,Chet tili
Toshkent Moliya Instituti,Moliya va moliyaviy texnologiyalar,5230600,189.0,173.4,101,93,uz,kunduzgi,Matematika,Chet tili
Toshkent Moliya Instituti,Soliqlar va soliqqa tortish,5230800,176.5,154.0,94,82,uz,kunduzgi,Matematika,Chet tili
Toshkent Moliya Instituti,Xalqaro valuta-kredit munosabatlari,5234400,189.0,167.2,101,89,uz,kunduzgi,Matematika,Chet tili
Toshkent Kimyo Texnologiya Instituti,Biotexnologiya (tarmoqlar bo‘yicha),5320500,132.0,109.5,70,58,uz,kunduzgi,Biologiya,Kimyo
Toshkent Kimyo Texnologiya Instituti,Ekologiya va atrof-muhit muhofazasi (tarmoqlar va sohalar bo‘yicha),5630100,122.2,87.7,65,47,uz,kunduzgi,Biologiya,Kimyo
Toshkent Kimyo Texnologiya Instituti,Energetika (tarmoqlar bo‘yicha),5310100,116.8,76.1,62,40,uz,kunduzgi,Matematika,Fizika
Toshkent Kimyo Texnologiya Instituti,Funksional ovqatlanish va bolalar mahsulotlari texnologiyasi,5322800,110.0,81.6,59,43,uz,kunduzgi,Biologiya,Kimyo
Toshkent Kimyo Texnologiya Instituti,Gazni chuqur qayta ishlash texnologiyasi,5322200,94.1,75.6,50,40,uz,kunduzgi,Kimyo,Matematika
Toshkent Kimyo Texnologiya Instituti,Kimyoviy texnologiya (ishlab chiqarish turlari bo‘yicha),5320400,110.4,81.8,59,43,uz,kunduzgi,Kimyo,Matematika
Toshkent Kimyo Texnologiya Instituti,Konservalash texnologiyasi,5322700,97.1,72.7,52,39,uz,kunduzgi,Biologiya,Kimyo
Toshkent Kimyo Texnologiya Instituti,Mehnat muhofazasi va texnika xavfsizligi (tarmoqlar bo‘yicha),5640200,94.8,76.4,50,41,uz,kunduzgi,Matematika,Fizika
Toshkent Kimyo Texnologiya Instituti,Menejment (tarmoqlar va sohalar bo‘yicha),5230200,150.6,128.6,80,69,uz,kunduzgi,Matematika,Chet tili
Toshkent Kimyo Texnologiya Instituti,"Metrologiya, standartlashtirish va mahsulot sifati menejmenti (tarmoqlar bo‘yicha)",5310900,106.4,82.0,57,44,uz,kunduzgi,Matematika,Fizika
